"kanji","hiragana","pos","korean_meaning","question_type","difficulty"
"葉","は","n","잎","japanese_to_meaning","1"
"歯","は","n","이","reading","1"
"歯","は","n","이","meaning_to_japanese","1"
"歯","は","n","이","japanese_to_meaning","1"
"パーティー","","n","파티","meaning_to_japanese","2"
"パーティー","","n","파티","japanese_to_meaning","2"
"はい","","int","네","meaning_to_japanese","2"
"はい","","int","네","japanese_to_meaning","2"
"灰皿","はいざら","n","재떨이","reading","2"
"灰皿","はいざら","n","재떨이","meaning_to_japanese","2"
"灰皿","はいざら","n","재떨이","japanese_to_meaning","2"
"入る","はいる","v","들어가다","reading","2"
"入る","はいる","v","들어가다","meaning_to_japanese","2"
"入る","はいる","v","들어가다","japanese_to_meaning","2"
"計る","はかる","v","재다","reading","2"
"計る","はかる","v","재다","meaning_to_japanese","2"
"計る","はかる","v","재다","japanese_to_meaning","2"
"博士","はかせ","n","박사","reading","2"
"博士","はかせ","n","박사","meaning_to_japanese","2"
"博士","はかせ","n","박사","japanese_to_meaning","2"
"始まる","はじまる","v","시작되다","reading","2"
"始まる","はじまる","v","시작되다","meaning_to_japanese","2"
"始まる","はじまる","v","시작되다","japanese_to_meaning","2"
"初めて","はじめて","adv","처음으로","reading","2"
"初めて","はじめて","adv","처음으로","meaning_to_japanese","2"
"初めて","はじめて","adv","처음으로","japanese_to_meaning","2"
"始める","はじめる","v","시작하다","reading","2"
"始める","はじめる","v","시작하다","meaning_to_japanese","2"
"始める","はじめる","v","시작하다","japanese_to_meaning","2"
"走る","はしる","v","뛰다","reading","2"
"走る","はしる","v","뛰다","meaning_to_japanese","2"
"走る","はしる","v","뛰다","japanese_to_meaning","2"
"箸","はし","n","젓가락","reading","1"
"箸","はし","n","젓가락","meaning_to_japanese","1"
"箸","はし","n","젓가락","japanese_to_meaning","1"
"橋","はし","n","다리","reading","1"
"橋","はし","n","다리","meaning_to_japanese","1"
"橋","はし","n","다리","japanese_to_meaning","1"
"バス","","n","버스","meaning_to_japanese","1"
"バス","","n","버스","japanese_to_meaning","1"
"場所","ばしょ","n","장소","reading","2"
"場所","ばしょ","n","장소","meaning_to_japanese","2"
"場所","ばしょ","n","장소","japanese_to_meaning","2"
"発表","はっぴょう","n/v","발표","reading","2"
"発表","はっぴょう","n/v","발표","meaning_to_japanese","2"
"発表","はっぴょう","n/v","발표","japanese_to_meaning","2"
"発見","はっけん","n/v","발견","reading","2"
"発見","はっけん","n/v","발견","meaning_to_japanese","2"
"発見","はっけん","n/v","발견","japanese_to_meaning","2"
"働く","はたらく","v","일하다","reading","2"
"働く","はたらく","v","일하다","meaning_to_japanese","2"
"働く","はたらく","v","일하다","japanese_to_meaning","2"
"八","はち","num","여덟","reading","2"
"八","はち","num","여덟","meaning_to_japanese","2"
"八","はち","num","여덟","japanese_to_meaning","2"
"蜂","はち","n","벌","reading","1"
"蜂","はち","n","벌","meaning_to_japanese","1"
"蜂","はち","n","벌","japanese_to_meaning","1"
"花","はな","n","꽃","reading","1"
"花","はな","n","꽃","meaning_to_japanese","1"
"花","はな","n","꽃","japanese_to_meaning","1"
"鼻","はな","n","코","reading","1"
"鼻","はな","n","코","meaning_to_japanese","1"
"鼻","はな","n","코","japanese_to_meaning","1"
"話","はなし","n","이야기","reading","1"
"話","はなし","n","이야기","meaning_to_japanese","1"
"話","はなし","n","이야기","japanese_to_meaning","1"
"話す","はなす","v","말하다","reading","2"
"話す","はなす","v","말하다","meaning_to_japanese","2"
"話す","はなす","v","말하다","japanese_to_meaning","2"
"離れる","はなれる","v","떨어지다","reading","2"
"離れる","はなれる","v","떨어지다","meaning_to_japanese","2"
"離れる","はなれる","v","떨어지다","japanese_to_meaning","2"
"母","はは","n","어머니","reading","1"
"母","はは","n","어머니","meaning_to_japanese","1"
"母","はは","n","어머니","japanese_to_meaning","1"
"早い","はやい","i-adj","빠르다, 이르다","reading","2"
"早い","はやい","i-adj","빠르다, 이르다","meaning_to_japanese","2"
"早い","はやい","i-adj","빠르다, 이르다","japanese_to_meaning","2"
"流行","はやり","n/v","유행","reading","2"
"流行","はやり","n/v","유행","meaning_to_japanese","2"
"流行","はやり","n/v","유행","japanese_to_meaning","2"
"払う","はらう","v","지불하다","reading","2"
"払う","はらう","v","지불하다","meaning_to_japanese","2"
"払う","はらう","v","지불하다","japanese_to_meaning","2"
"春","はる","n","봄","reading","1"
"春","はる","n","봄","meaning_to_japanese","1"
"春","はる","n","봄","japanese_to_meaning","1"
"貼る","はる","v","붙이다","reading","2"
"貼る","はる","v","붙이다","meaning_to_japanese","2"
"貼る","はる","v","붙이다","japanese_to_meaning","2"
"晴れる","はれる","v","맑다","reading","2"
"晴れる","はれる","v","맑다","meaning_to_japanese","2"
"晴れる","はれる","v","맑다","japanese_to_meaning","2"
"半分","はんぶん","n","절반","reading","2"
"半分","はんぶん","n","절반","meaning_to_japanese","2"
"半分","はんぶん","n","절반","japanese_to_meaning","2"
"パン","","n","빵","meaning_to_japanese","1"
"パン","","n","빵","japanese_to_meaning","1"
"反対","はんたい","n/v/na-adj","반대","reading","2"
"反対","はんたい","n/v/na-adj","반대","meaning_to_japanese","2"
"反対","はんたい","n/v/na-adj","반대","japanese_to_meaning","2"
"晩ご飯","ばんごはん","n","저녁밥","reading","2"
"晩ご飯","ばんごはん","n","저녁밥","meaning_to_japanese","2"
"晩ご飯","ばんごはん","n","저녁밥","japanese_to_meaning","2"
"番号","ばんごう","n","번호","reading","2"
"番号","ばんごう","n","번호","meaning_to_japanese","2"
"番号","ばんごう","n","번호","japanese_to_meaning","2"
"番組","ばんぐみ","n","프로그램","reading","2"
"番組","ばんぐみ","n","프로그램","meaning_to_japanese","2"
"番組","ばんぐみ","n","프로그램","japanese_to_meaning","2"
"東","ひがし","n","동쪽","reading","1"
"東","ひがし","n","동쪽","meaning_to_japanese","1"
"東","ひがし","n","동쪽","japanese_to_meaning","1"
"光","ひかり","n","빛","reading","1"
"光","ひかり","n","빛","meaning_to_japanese","1"
"光","ひかり","n","빛","japanese_to_meaning","1"
"低い","ひくい","i-adj","낮다","reading","2"
"低い","ひくい","i-adj","낮다","meaning_to_japanese","2"
"低い","ひくい","i-adj","낮다","japanese_to_meaning","2"
"飛行機","ひこうき","n","비행기","reading","2"
"飛行機","ひこうき","n","비행기","meaning_to_japanese","2"
"飛行機","ひこうき","n","비행기","japanese_to_meaning","2"
"引く","ひく","v","당기다","reading","2"
"引く","ひく","v","당기다","meaning_to_japanese","2"
"引く","ひく","v","당기다","japanese_to_meaning","2"
"弾く","ひく","v","치다 (악기)","reading","2"
"弾く","ひく","v","치다 (악기)","meaning_to_japanese","2"
"弾く","ひく","v","치다 (악기)","japanese_to_meaning","2"
"美術","びじゅつ","n","미술","reading","2"
"美術","びじゅつ","n","미술","meaning_to_japanese","2"
"美術","びじゅつ","n","미술","japanese_to_meaning","2"
"人","ひと","n","사람","reading","1"
"人","ひと","n","사람","meaning_to_japanese","1"
"人","ひと","n","사람","japanese_to_meaning","1"
"一人","ひとり","n","한 사람","reading","2"
"一人","ひとり","n","한 사람","meaning_to_japanese","2"
"一人","ひとり","n","한 사람","japanese_to_meaning","2"
"人々","ひとびと","n","사람들","reading","2"
"人々","ひとびと","n","사람들","meaning_to_japanese","2"
"人々","ひとびと","n","사람들","japanese_to_meaning","2"
"一つ","ひとつ","num","하나","reading","2"
"一つ","ひとつ","num","하나","meaning_to_japanese","2"
"一つ","ひとつ","num","하나","japanese_to_meaning","2"
"暇","ひま","na-adj/n","한가한","reading","2"
"暇","ひま","na-adj/n","한가한","meaning_to_japanese","2"
"暇","ひま","na-adj/n","한가한","japanese_to_meaning","2"
"秘密","ひみつ","n","비밀","reading","2"
"秘密","ひみつ","n","비밀","meaning_to_japanese","2"
"秘密","ひみつ","n","비밀","japanese_to_meaning","2"
"百","ひゃく","num","백","reading","2"
"百","ひゃく","num","백","meaning_to_japanese","2"
"百","ひゃく","num","백","japanese_to_meaning","2"
"病院","びょういん","n","병원","reading","2"
"病院","びょういん","n","병원","meaning_to_japanese","2"
"病院","びょういん","n","병원","japanese_to_meaning","2"
"病気","びょうき","n","병","reading","2"
"病気","びょうき","n","병","meaning_to_japanese","2"
"病気","びょうき","n","병","japanese_to_meaning","2"
"昼","ひる","n","낮","reading","1"
"昼","ひる","n","낮","meaning_to_japanese","1"
"昼","ひる","n","낮","japanese_to_meaning","1"
"昼ご飯","ひるごはん","n","점심밥","reading","2"
"昼ご飯","ひるごはん","n","점심밥","meaning_to_japanese","2"
"昼ご飯","ひるごはん","n","점심밥","japanese_to_meaning","2"
"広い","ひろい","i-adj","넓다","reading","2"
"広い","ひろい","i-adj","넓다","meaning_to_japanese","2"
"広い","ひろい","i-adj","넓다","japanese_to_meaning","2"
"拾う","ひろう","v","줍다","reading","2"
"拾う","ひろう","v","줍다","meaning_to_japanese","2"
"拾う","ひろう","v","줍다","japanese_to_meaning","2"
"貧乏","びんぼう","na-adj/n","가난한","reading","2"
"貧乏","びんぼう","na-adj/n","가난한","meaning_to_japanese","2"
"貧乏","びんぼう","na-adj/n","가난한","japanese_to_meaning","2"
"夫","ふ","n","남편","reading","1"
"夫","ふ","n","남편","meaning_to_japanese","1"
"夫","ふ","n","남편","japanese_to_meaning","1"
"増える","ふえる","v","늘어나다","reading","3"
"増える","ふえる","v","늘어나다","meaning_to_japanese","3"
"増える","ふえる","v","늘어나다","japanese_to_meaning","3"
"深い","ふかい","i-adj","깊다","reading","2"
"深い","ふかい","i-adj","깊다","meaning_to_japanese","2"
"深い","ふかい","i-adj","깊다","japanese_to_meaning","2"
"吹く","ふく","v","불다","reading","2"
"吹く","ふく","v","불다","meaning_to_japanese","2"
"吹く","ふく","v","불다","japanese_to_meaning","2"
"服","ふく","n","옷","reading","1"
"服","ふく","n","옷","meaning_to_japanese","1"
"服","ふく","n","옷","japanese_to_meaning","1"
"複雑","ふくざつ","na-adj","복잡한","reading","2"
"複雑","ふくざつ","na-adj","복잡한","meaning_to_japanese","2"
"複雑","ふくざつ","na-adj","복잡한","japanese_to_meaning","2"
"袋","ふくろ","n","가방, 봉지","reading","2"
"袋","ふくろ","n","가방, 봉지","meaning_to_japanese","2"
"袋","ふくろ","n","가방, 봉지","japanese_to_meaning","2"
"夫婦","ふうふ","n","부부","reading","2"
"夫婦","ふうふ","n","부부","meaning_to_japanese","2"
"夫婦","ふうふ","n","부부","japanese_to_meaning","2"
"豚","ぶた","n","돼지","reading","1"
"豚","ぶた","n","돼지","meaning_to_japanese","1"
"豚","ぶた","n","돼지","japanese_to_meaning","1"
"二人","ふたり","n","두 사람","reading","2"
"二人","ふたり","n","두 사람","meaning_to_japanese","2"
"二人","ふたり","n","두 사람","japanese_to_meaning","2"
"二つ","ふたつ","num","두 개","reading","2"
"二つ","ふたつ","num","두 개","meaning_to_japanese","2"
"二つ","ふたつ","num","두 개","japanese_to_meaning","2"
"普通","ふつう","na-adj/adv","보통","reading","2"
"普通","ふつう","na-adj/adv","보통","meaning_to_japanese","2"
"普通","ふつう","na-adj/adv","보통","japanese_to_meaning","2"
"太い","ふとい","i-adj","두껍다","reading","2"
"太い","ふとい","i-adj","두껍다","meaning_to_japanese","2"
"太い","ふとい","i-adj","두껍다","japanese_to_meaning","2"
"布団","ふとん","n","이불","reading","2"
"布団","ふとん","n","이불","meaning_to_japanese","2"
"布団","ふとん","n","이불","japanese_to_meaning","2"
"船","ふね","n","배","reading","1"
"船","ふね","n","배","meaning_to_japanese","1"
"船","ふね","n","배","japanese_to_meaning","1"
"不便","ふべん","na-adj","불편한","reading","2"
"不便","ふべん","na-adj","불편한","meaning_to_japanese","2"
"不便","ふべん","na-adj","불편한","japanese_to_meaning","2"
"部分","ぶぶん","n","부분","reading","2"
"部分","ぶぶん","n","부분","meaning_to_japanese","2"
